CHEM,SMILES
PHORBOL-12-TIGLATE-13-DECANOATE,CCCCCCCCCC(=O)OC12C(C1(C)C)C3C=C(CC4(C(C3(C(C2OC(=O)C(=CC)C)C)O)C=C(C4=O)C)O)CO
PHOSPHORUS,[P]
PHTHALIDE,C1C2=CC=CC=C2C(=O)O1
PHYLLANTHIN,COCC(CC1=CC(=C(C=C1)OC)OC)C(CC2=CC(=C(C=C2)OC)OC)COC
PHYLLANTHOCIN,CC1COC2(CC1OC(=O)C=CC3=CC=CC=C3)C4(CO4)C5CCC(CC5O2)C(=O)OC
PHYLLANTHOSIDE,"CC1COC2(CC1OC(=O)C=CC3=CC=CC=C3)C4(CO4)C5CCC(CC5O2)C(=O)OC6C(C(C(C(O6)C)O)OC(=O)C)OC7C(C(C(C(O7)C)O)OC(=O)C)O
CC1COC2(CC1OC(=O)C=CC3=CC=CC=C3)C4(CO4)C5CCC(CC5O2)C(=O)OC6C(C(C(C(O6)C)O)OC(=O)C)OC7C(C(C(C(O7)C)O)OC(=O)C)O
CC1COC2(CC1OC(=O)C=CC3=CC=CC=C3)C4(CO4)C5CCC(CC5O2)C(=O)OC6C(C(C(C(O6)C)O)OC(=O)C)OC7C(C(C(C(O7)C)O)OC(=O)C)O
CC1COC2(CC1OC(=O)C=CC3=CC=CC=C3)C4(CO4)C5CCC(CC5O2)C(=O)OC6C(C(C(C(O6)C)O)OC(=O)C)OC7C(C(C(C(O7)C)O)OC(=O)C)O
CC1COC2(CC1OC(=O)C=CC3=CC=CC=C3)C4(CO4)C5CCC(CC5O2)C(=O)OC6C(C(C(C(O6)C)O)OC(=O)C)OC7C(C(C(C(O7)C)O)OC(=O)C)O"
PHYLLEMBLIN,CCOC(=O)C1=CC(=C(C(=C1)O)O)O
PHYLLODULCIN,COC1=C(C=C(C=C1)C2CC3=C(C(=CC=C3)O)C(=O)O2)O
PHYLLOQUINONE,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
PHYSALIN-B,CC12CC3C4(C56C1C(=O)C(O5)(C7CC=C8CC=CC(=O)C8(C7CCC6(C(=O)O4)O)C)OCC2C(=O)O3)C
PHYSALIN-D,CC12CC3C4(C56C1C(=O)C(O5)(C7CC(C8(CC=CC(=O)C8(C7CCC6(C(=O)O4)O)C)O)O)OCC2C(=O)O3)C
PHYSCION,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)OC
PHYSOSTIGMINE,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C
PHYSOSTIGMINE-SALICYLATE,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C.C1=CC=C(C(=C1)C(=O)O)O
PHYSOVENINE,CC12CCOC1N(C3=C2C=C(C=C3)OC(=O)NC)C
PHYTIC-ACID,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
PHYTOL,"CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C
CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C
CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C
CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C
CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C"
PHYTOLACCATOXIN,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1)C)C(=O)O)C(=O)O
PHYTOMENADIONE,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
PHYTONADIONE,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
PICEATANNOL,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O
PICEID,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
PICRININE,"CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)C(=O)OC
CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)C(=O)OC
CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)C(=O)OC
CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)C(=O)OC
CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)C(=O)OC
CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)C(=O)OC
CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)C(=O)OC
CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)C(=O)OC
CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)C(=O)OC
CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)C(=O)OC
CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)C(=O)OC
CC=C1CN2C3CC1C(C45C3(NC6=CC=CC=C64)OC2C5)C(=O)OC"
PICROPODOPHYLLIN,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O
PICROPODOPHYLLOTOXIN,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O
PICROSIDE-I,C1=CC=C(C=C1)C=CC(=O)OCC2C(C(C(C(O2)OC3C4C(C=CO3)C(C5C4(O5)CO)O)O)O)O
PICROSIDE-II,COC1=C(C=CC(=C1)C(=O)OC2C3C=COC(C3C4(C2O4)CO)OC5C(C(C(C(O5)CO)O)O)O)O
PICROTOXIN,"CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C.CC12C3C4C(C(C1(CC5C2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O"
PICROTOXININ,"CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C
CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C"
PILOCARPINE,CCC1C(COC1=O)CC2=CN=CN2C
PILOCEREINE,CC(C)CC1C2=CC(=C(C=C2CCN1C)OC)OC3=C4C(N(CCC4=CC(=C3OC5=C6C(N(CCC6=CC(=C5O)OC)C)CC(C)C)OC)C)CC(C)C
PIMPINELLIN,COC1=C(C2=C(C=CO2)C3=C1C=CC(=O)O3)OC
PINENE,CC1=C2CC(C2(C)C)CC1
PINITOL,COC1C(C(C(C(C1O)O)O)O)O
PINNATIFIDIN,CC1=CC(=O)CC2(C1CC3C(C2)OC(=O)C3=C)C
PINNATIN,COC1=C2C=COC2=CC3=C1C(=O)C=C(O3)C4=CC=CC=C4
PINOCEMBRIN,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3
PINORESINOL-DIGLUCOSIDE,COC1=C(C=CC(=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)OC6C(C(C(C(O6)CO)O)O)O
PINOSYLVIN,C1=CC=C(C=C1)C=CC2=CC(=CC(=C2)O)O
PIPERENONE,CC1C(OC2(C1(C=C(C(=O)C2)CC=C)OC)OC)C3=CC(=C(C=C3)OC)OC
PIPERIDINE,C1CCNCC1
PIPERINE,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3
PIPERITENONE,CC1=CC(=O)C(=C(C)C)CC1
PIPERITENONE-OXIDE,CC(=C1CCC2(C(C1=O)O2)C)C
PIPERLONGUMINE,COC1=CC(=CC(=C1OC)OC)C=CC(=O)N2CCC=CC2=O
PIPERONAL,C1OC2=C(O1)C=C(C=C2)C=O
PIPEROVATINE,CC(C)CNC(=O)C=CC=CCC1=CC=C(C=C1)OC
PIPLARTINE,COC1=CC(=CC(=C1OC)OC)C=CC(=O)N2CCC=CC2=O
PIPLARTINE-DIMER-A,COC1=CC(=CC(=C1OC)OC)C2C(C(C2C(=O)N3CCC=CC3=O)C4=CC(=C(C(=C4)OC)OC)OC)C(=O)N5CCC=CC5=O
PIQUEROL-A,CC(=C)C1C(C=CC(C1=C)O)O
PISATIN,"COC1=CC2=C(C=C1)C3C(CO2)(C4=CC5=C(C=C4O3)OCO5)O
COC1=CC2=C(C=C1)C3C(CO2)(C4=CC5=C(C=C4O3)OCO5)O
COC1=CC2=C(C=C1)C3C(CO2)(C4=CC5=C(C=C4O3)OCO5)O"
PISIFERIC-ACID,CC(C)C1=C(C=C2C(=C1)CCC3C2(CCCC3(C)C)C(=O)O)O
PLATYPHYLLINE,CC=C1CC(C(C(=O)OCC2CCN3C2C(CC3)OC1=O)(C)O)C
PLENIRADIN,CC1=CC2C(CC3C1C(CC3(C)O)O)C(=C)C(=O)O2
PLENOLIN,"CC1CC2C(C(C(=O)O2)C)C(C3(C1C=CC3=O)C)O
CC1CC2C(C(C(=O)O2)C)C(C3(C1C=CC3=O)C)O
CC1CC2C(C(C(=O)O2)C)C(C3(C1C=CC3=O)C)O
CC1CC2C(C(C(=O)O2)C)C(C3(C1C=CC3=O)C)O"
PLUMBAGIN,CC1=CC(=O)C2=C(C1=O)C=CC=C2O
PLUMERICIN,CC=C1C2C3(C=CC4C3C(O2)OC=C4C(=O)OC)OC1=O
PLUMERICINE,"CC=C1C2C3(C=CC4C3C(O2)OC=C4C(=O)OC)OC1=O
CC=C1C2C3(C=CC4C3C(O2)OC=C4C(=O)OC)OC1=O
CC=C1C2C3(C=CC4C3C(O2)OC=C4C(=O)OC)OC1=O"
PLUMIERIDE,CC(C1=CC2(C=CC3C2C(OC=C3C(=O)OC)OC4C(C(C(C(O4)CO)O)O)O)OC1=O)O
PODOLIDE,CC(C)C1C23C(O2)C4C5C(C3=CC(=O)O1)(CC=CC5(C(=O)O4)C)C
PODOPHYLLIN,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O.COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O.COC1=CC(=CC(=C1OC)OC)C2C(C(C(C3=CC4=C(C=C23)OCO4)O)CO)C(=O)O.COC1=CC(=CC(=C1OC)OC)C2C(C(C(C3=CC4=C(C=C23)OCO4)O)CO)C(=O)O
PODOPHYLLOTOXIN,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O
PODOVERINE-A,CC(=CCC1=C(C=CC(=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC)C
POGOSTONE,CC1=CC(=C(C(=O)O1)C(=O)CCC(C)C)O
POMIFERIN,CC(=CCC1=C2C(=C3C(=C1O)C(=O)C(=CO3)C4=CC(=C(C=C4)O)O)C=CC(O2)(C)C)C
PONASTERONE-A,CC(C)CCC(C(C)(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O)O
PONICIDIN,"CC1(CCC(C23C1C(C4(C56C2CCC(C5OC3O4)C(=C)C6=O)O)O)O)C
CC1(CCC(C23C1C(C4(C56C2CCC(C5OC3O4)C(=C)C6=O)O)O)O)C
CC1(CCC(C23C1C(C4(C56C2CCC(C5OC3O4)C(=C)C6=O)O)O)O)C
CC1(CCC(C23C1C(C4(C56C2CCC(C5OC3O4)C(=C)C6=O)O)O)O)C
CC1(CCC(C23C1C(C4(C56C2CCC(C5OC3O4)C(=C)C6=O)O)O)O)C
CC1(CCC(C23C1C(C4(C56C2CCC(C5OC3O4)C(=C)C6=O)O)O)O)C
CC1(CCC(C23C1C(C4(C56C2CCC(C5OC3O4)C(=C)C6=O)O)O)O)C
CC1(CCC(C23C1C(C4(C56C2CCC(C5OC3O4)C(=C)C6=O)O)O)O)C
CC1(CCC(C23C1C(C4(C56C2CCC(C5OC3O4)C(=C)C6=O)O)O)O)C
CC1(CCC(C23C1C(C4(C56C2CCC(C5OC3O4)C(=C)C6=O)O)O)O)C"
PONTICAEPOXIDE,"CC#CC#CC#CC=CC1C(O1)C=C
CC#CC#CC#CC=CC1C(O1)C=C"
POPULIN,C1=CC=C(C=C1)C(=O)OCC2C(C(C(C(O2)OC3=CC=CC=C3CO)O)O)O
PORTULAL,CC1CC2(CC(=CCCC2C1(CCC(=CCO)CO)CO)C)C=O
POTASSIUM,[K]
PREHISPANOLONE,CC1C(=O)CC2C(CCCC2(C13CCC4(O3)COC=C4)C)(C)C
PRETAZETTINE,CN1CC2C3(C1CC(C=C3)OC)C4=CC5=C(C=C4C(O2)O)OCO5
PRIEURIANIN,"CCC(C)C(C(=O)OC1C(C(C(=C)C2(C1(C(CC2=O)C3=COC=C3)C)O)C4(C(CC(=O)OC(C4CC(=O)OC)(C)COC(=O)C)OC(=O)C)C)OC=O)O
CCC(C)C(C(=O)OC1C(C(C(=C)C2(C1(C(CC2=O)C3=COC=C3)C)O)C4(C(CC(=O)OC(C4CC(=O)OC)(C)COC(=O)C)OC(=O)C)C)OC=O)O
CCC(C)C(C(=O)OC1C(C(C(=C)C2(C1(C(CC2=O)C3=COC=C3)C)O)C4(C(CC(=O)OC(C4CC(=O)OC)(C)COC(=O)C)OC(=O)C)C)OC=O)O
CCC(C)C(C(=O)OC1C(C(C(=C)C2(C1(C(CC2=O)C3=COC=C3)C)O)C4(C(CC(=O)OC(C4CC(=O)OC)(C)COC(=O)C)OC(=O)C)C)OC=O)O
CCC(C)C(C(=O)OC1C(C(C(=C)C2(C1(C(CC2=O)C3=COC=C3)C)O)C4(C(CC(=O)OC(C4CC(=O)OC)(C)COC(=O)C)OC(=O)C)C)OC=O)O"
PRIMIN,CCCCCC1=CC(=O)C=C(C1=O)OC
PRIMISTERIN,CC1=C(C(=O)C=C2C1=CC=C3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)OC)C)C)C)C)O
PRIMULIC-ACID,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CCC4(C(C3(C)C)CCC5(C4CC=C6C5(CC(C7(C6CC(CC7)(C)C)CO)O)C)C)C)C(=O)O)OC8C(C(C(C(O8)COC9C(C(C(C(O9)CO)O)O)O)O)O)O)O)O)O)O
PRISTIMERIN,CC1=C(C(=O)C=C2C1=CC=C3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)OC)C)C)C)C)O
PROANTHOCYANIDINS,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC4(C(C(C5=C(C=C(C=C5O4)O)O)O)O)C6=CC(=C(C=C6)O)O
PROCYANIDIN,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC4(C(C(C5=C(C=C(C=C5O4)O)O)O)O)C6=CC(=C(C=C6)O)O
"PROCYANIDIN-B-5-3,3'-DI-O-GALLATE",C1C(C(OC2=C1C(=C(C(=C2)O)C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O)O)C7=CC(=C(C=C7)O)O)OC(=O)C8=CC(=C(C(=C8)O)O)O
PROPIONALDEHYDE,CCC=O
PROPIONIC-ACID,CCC(=O)O
PROPYL-GALLATE,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O
PROPYLAMINE,CCCN
PROSCILLARIDIN-A,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
PROSTAGLANDIN,CCCCCC(C=CC1C=CC(=O)C1CC=CCCCC(=O)OC)OC(=O)C
PROSTAGLANDIN-E-2,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
PROSTAGLANDIN-F2,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
PROSTALIDIN-A,COC1=C2C(=CC3=C(C4=C(C=C31)C(=O)OC4)C5=CC6=C(C=C5O)OCO6)OCO2
PROSTRATIN,"CC1CC2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)OC(=O)C
CC1CC2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)OC(=O)C
CC1CC2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)OC(=O)C
CC1CC2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)OC(=O)C
CC1CC2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)OC(=O)C
CC1CC2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)OC(=O)C"
PROTOANEMONIN,C=C1C=CC(=O)O1
PROTOCATECHUATE,C1=CC(=C(C=C1C(=O)O)O)O
PROTODIOSCIN,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)C)O)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)OC1(CCC(C)COC9C(C(C(C(O9)CO)O)O)O)O
PROTOKOSIN,CC1=C(C(=C(C(=C1OC)C(=O)C(C)C)O)CC2=C(C(=C(C(=C2O)C(=O)C(C)C)O)CC3=C(C(=C(C(=C3O)C)OC)C(=O)C(C)C)OC)O)O
PROTOPINE,CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3
PROTOSAPPANIN-A,C1C(=O)COC2=C(C=CC(=C2)O)C3=CC(=C(C=C31)O)O
PROTOSAPPANIN-B,C1C2=CC(=C(C=C2C3=C(C=C(C=C3)O)OCC1(CO)O)O)O
PROTOVERATRINE,CCC(C)C(=O)OC1C(C2C(CN3CC(CCC3C2(C)O)C)C4C1(C5C(C(C6C7(C5(C4)OC6(C(CC7)OC(=O)C(C)(CC)O)O)C)OC(=O)C)OC(=O)C)O)O
PROTOVERINE,CC1CCC2C(C3C(CN2C1)C4CC56C(C4(C(C3O)O)O)C(C(C7C5(CCC(C7(O6)O)O)C)O)O)(C)O
PROVINCIALIN,CC=C(CO)C(=O)OCC(=CCO)C(=O)OC1CC(=CCC(C(=CC2C1C(=C)C(=O)O2)C)OC(=O)C)C
PRUNASIN,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)CO)O)O)O
PRUNIN,"C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)O
C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)O
C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)O
C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)O
C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)O
C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)O
C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)O"
PSEUDOCOCAINE,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC
PSEUDOEPHEDRINE,CC(C(C1=CC=CC=C1)O)NC
PSEUDOHYPERICIN,CC1=CC(=O)C2=C(C3=C(C=C(C4=C3C5=C2C1=C6C(=CC(=O)C7=C(C8=C(C=C(C4=C8C5=C67)O)O)O)CO)O)O)O
PSEUDOIVALIN,CC1=C2CCC(C2CC3C(C1)OC(=O)C3=C)(C)O
PSEUDOLARIC-ACID-A,CC1=CCC23CCC(C2(CC1)OC(=O)C)C(OC3=O)(C)C=CC=C(C)C(=O)O
PSEUDOLYCORINE,COC1=C(C=C2C3C(C(C=C4C3N(CC4)CC2=C1)O)O)O
PSILOSTACHYIN-A,CC1CCC2C(C(C13CCC(=O)O3)(C)O)OC(=O)C2=C
PSILOTIN,C1C=CC(=O)OC1C2=CC=C(C=C2)OC3C(C(C(C(O3)CO)O)O)O
PSORALEN,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21
PSOROSPERMIN,CC1(CO1)C2CC3=C4C(=C(C=C3O2)OC)C(=O)C5=C(O4)C(=CC=C5)O
PSYCHOTRIDINE,CN1CCC2(C1NC3=CC=CC=C32)C4=C5C(=CC=C4)C6(CCN(C6N5)C)C7=C8C(=CC=C7)C9(CCN(C9N8)C)C12CCN(C1NC1=C(C=CC=C21)C12CCN(C1NC1=CC=CC=C21)C)C
PTAEROGLYCOL,CC1=CC(=O)C2=C(C3=C(C=C2O1)OCC(C=C3)(CO)O)O
PTAQUILOSIDE,CC1CC2(C=C(C3(CC3)C(C2C1=O)(C)O)C)OC4C(C(C(C(O4)CO)O)O)O
PTELEATINIUM,CC(C)(C1CC2=C(C3=C(C(=CC=C3)O)[N+](=C2O1)C)OC)O.[Cl-]
PTERIDINE,C1=CN=C2C(=N1)C=NC=N2
PTEROCARPAN,C1C2C(C3=CC=CC=C3O1)OC4=CC=CC=C24
PTEROPODINE,CC1C2CN3CCC4(C3CC2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O
PTEROSTERONE,CC(C)C(CC(C(C)(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O)O)O
PTEROSTILBENE,COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC
PTERYGOSPERMIN,C1=CC=C(C=C1)CN2C(=S)OC23C=CC4(C=C3)N(C(=S)O4)CC5=CC=CC=C5
PTERYXIN,CC=C(C)C(=O)OC1C(C(OC2=C1C3=C(C=C2)C=CC(=O)O3)(C)C)OC(=O)C
PUERARIN,"C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O"
PULCHELLIN,"CC1CC2C(CC3(C1C(CC3O)O)C)C(=C)C(=O)O2
CC1CC2C(CC3(C1C(CC3O)O)C)C(=C)C(=O)O2
CC1CC2C(CC3(C1C(CC3O)O)C)C(=C)C(=O)O2
CC1CC2C(CC3(C1C(CC3O)O)C)C(=C)C(=O)O2
CC1CC2C(CC3(C1C(CC3O)O)C)C(=C)C(=O)O2"
PULVEROCHROMENOL,CC(=CCC1=C2C(=CC3=C1OC(=CC3=O)CO)C=CC(O2)(C)C)C
PUNICALAGIN,"C1C2C(C3C(C(O2)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O3)O)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C8C9=C7C(=O)OC2=C(C(=C(C3=C(C(=C(C=C3C(=O)O1)O)O)O)C(=C92)C(=O)O8)O)O)O)O)O)O)O
C1C2C(C3C(C(O2)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O3)O)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C8C9=C7C(=O)OC2=C(C(=C(C3=C(C(=C(C=C3C(=O)O1)O)O)O)C(=C92)C(=O)O8)O)O)O)O)O)O)O
C1C2C(C3C(C(O2)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O3)O)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C8C9=C7C(=O)OC2=C(C(=C(C3=C(C(=C(C=C3C(=O)O1)O)O)O)C(=C92)C(=O)O8)O)O)O)O)O)O)O
C1C2C(C3C(C(O2)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O3)O)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C8C9=C7C(=O)OC2=C(C(=C(C3=C(C(=C(C=C3C(=O)O1)O)O)O)C(=C92)C(=O)O8)O)O)O)O)O)O)O"
